subject,rule,stimulus,targetHand,error,RT,parity
1,rule1,2,right,0,335,even
1,rule1,2,right,0,518,even
1,rule1,2,right,0,320,even
1,rule1,2,right,1,343,even
1,rule1,2,right,0,757,even
1,rule1,2,right,1,386,even
1,rule1,2,right,0,339,even
1,rule1,2,right,0,292,even
1,rule1,2,right,0,568,even
1,rule1,2,right,0,305,even
1,rule1,2,right,0,313,even
1,rule1,2,right,0,444,even
1,rule1,2,right,1,325,even
1,rule1,2,right,0,428,even
1,rule1,1,left,1,177,odd
1,rule1,1,left,0,454,odd
1,rule1,1,left,0,329,odd
1,rule1,1,left,0,327,odd
1,rule1,1,left,0,384,odd
1,rule1,1,left,0,410,odd
1,rule1,1,left,0,516,odd
1,rule1,1,left,0,364,odd
1,rule1,1,left,0,695,odd
1,rule1,1,left,0,348,odd
1,rule1,1,left,0,526,odd
1,rule1,1,left,0,399,odd
1,rule1,1,left,0,405,odd
1,rule1,1,left,0,439,odd
2,rule2,9,right,0,818,odd
2,rule2,9,right,0,694,odd
2,rule2,9,right,0,958,odd
2,rule2,9,right,0,638,odd
2,rule2,9,right,0,445,odd
2,rule2,9,right,0,556,odd
2,rule2,9,right,0,665,odd
2,rule2,9,right,0,592,odd
2,rule2,9,right,0,564,odd
2,rule2,9,right,0,699,odd
2,rule2,9,right,0,510,odd
2,rule2,9,right,0,645,odd
2,rule2,9,right,0,593,odd
2,rule2,9,right,0,556,odd
2,rule2,8,left,0,594,even
2,rule2,8,left,0,492,even
2,rule2,8,left,0,426,even
2,rule2,8,left,0,666,even
2,rule2,8,left,0,600,even
2,rule2,8,left,0,717,even
2,rule2,8,left,0,643,even
2,rule2,8,left,0,426,even
2,rule2,8,left,0,538,even
2,rule2,8,left,0,465,even
2,rule2,8,left,0,617,even
2,rule2,8,left,0,450,even
2,rule2,8,left,0,498,even
2,rule2,8,left,0,448,even
2,rule2,2,left,0,418,even
2,rule2,2,left,0,542,even
2,rule2,2,left,0,489,even
2,rule2,2,left,0,377,even
2,rule2,2,left,1,434,even
2,rule2,2,left,0,426,even
2,rule2,2,left,0,665,even
2,rule2,2,left,0,584,even
2,rule2,2,left,0,539,even
2,rule2,2,left,0,589,even
2,rule2,2,left,0,441,even
2,rule2,2,left,0,620,even
2,rule2,2,left,0,520,even
2,rule2,2,left,0,591,even
2,rule2,1,right,0,530,odd
2,rule2,1,right,0,540,odd
2,rule2,1,right,0,458,odd
2,rule2,1,right,0,479,odd
2,rule2,1,right,1,444,odd
2,rule2,1,right,0,626,odd
2,rule2,1,right,0,677,odd
2,rule2,1,right,0,580,odd
2,rule2,1,right,0,549,odd
2,rule2,1,right,0,529,odd
2,rule2,1,right,0,525,odd
2,rule2,1,right,0,548,odd
2,rule2,1,right,0,542,odd
2,rule2,1,right,0,633,odd
2,rule1,9,left,0,1277,odd
2,rule1,9,left,0,764,odd
2,rule1,9,left,0,436,odd
2,rule1,9,left,0,692,odd
2,rule1,9,left,0,556,odd
2,rule1,9,left,0,535,odd
2,rule1,9,left,0,403,odd
2,rule1,9,left,0,563,odd
2,rule1,9,left,0,688,odd
2,rule1,9,left,0,609,odd
2,rule1,9,left,0,554,odd
2,rule1,9,left,0,462,odd
2,rule1,9,left,0,511,odd
2,rule1,9,left,0,648,odd
2,rule1,8,right,0,4183,even
2,rule1,8,right,0,658,even
2,rule1,8,right,0,485,even
2,rule1,8,right,0,666,even
2,rule1,8,right,0,527,even
2,rule1,8,right,0,533,even
2,rule1,8,right,1,373,even
2,rule1,8,right,0,370,even
2,rule1,8,right,0,387,even
2,rule1,8,right,0,551,even
2,rule1,8,right,0,458,even
2,rule1,8,right,0,630,even
2,rule1,8,right,0,495,even
2,rule1,8,right,0,368,even
2,rule1,2,right,0,1059,even
2,rule1,2,right,0,567,even
2,rule1,2,right,0,419,even
2,rule1,2,right,0,484,even
2,rule1,2,right,0,547,even
2,rule1,2,right,0,339,even
2,rule1,2,right,0,468,even
2,rule1,2,right,0,484,even
2,rule1,2,right,0,471,even
2,rule1,2,right,0,509,even
2,rule1,2,right,0,488,even
2,rule1,2,right,0,472,even
2,rule1,2,right,0,480,even
2,rule1,2,right,1,429,even
2,rule1,1,left,0,888,odd
2,rule1,1,left,0,793,odd
2,rule1,1,left,0,505,odd
2,rule1,1,left,0,530,odd
2,rule1,1,left,0,568,odd
2,rule1,1,left,0,439,odd
2,rule1,1,left,0,563,odd
2,rule1,1,left,0,467,odd
2,rule1,1,left,0,513,odd
2,rule1,1,left,0,515,odd
2,rule1,1,left,0,426,odd
2,rule1,1,left,0,482,odd
2,rule1,1,left,0,429,odd
2,rule1,1,left,0,500,odd
3,rule2,9,right,0,508,odd
3,rule2,9,right,0,443,odd
3,rule2,9,right,0,462,odd
3,rule2,9,right,0,349,odd
3,rule2,9,right,1,460,odd
3,rule2,9,right,0,468,odd
3,rule2,9,right,0,539,odd
3,rule2,9,right,0,644,odd
3,rule2,9,right,0,728,odd
3,rule2,9,right,0,487,odd
3,rule2,9,right,0,566,odd
3,rule2,9,right,0,422,odd
3,rule2,9,right,0,423,odd
3,rule2,9,right,0,521,odd
3,rule2,8,left,0,603,even
3,rule2,8,left,0,539,even
3,rule2,8,left,0,476,even
3,rule2,8,left,0,596,even
3,rule2,8,left,0,418,even
3,rule2,8,left,0,533,even
3,rule2,8,left,0,324,even
3,rule2,8,left,0,535,even
3,rule2,8,left,0,539,even
3,rule2,8,left,0,557,even
3,rule2,8,left,0,445,even
3,rule2,8,left,0,462,even
3,rule2,8,left,0,525,even
3,rule2,8,left,0,485,even
3,rule2,2,left,0,395,even
3,rule2,2,left,0,726,even
3,rule2,2,left,0,315,even
3,rule2,2,left,0,534,even
3,rule2,2,left,0,464,even
3,rule2,2,left,0,453,even
3,rule2,2,left,0,454,even
3,rule2,2,left,0,590,even
3,rule2,2,left,0,698,even
3,rule2,2,left,0,535,even
3,rule2,2,left,0,791,even
3,rule2,2,left,0,670,even
3,rule2,2,left,0,445,even
3,rule2,2,left,0,532,even
3,rule2,1,right,0,459,odd
3,rule2,1,right,0,774,odd
3,rule2,1,right,0,460,odd
3,rule2,1,right,0,387,odd
3,rule2,1,right,0,627,odd
3,rule2,1,right,0,471,odd
3,rule2,1,right,0,699,odd
3,rule2,1,right,0,654,odd
3,rule2,1,right,0,561,odd
3,rule2,1,right,0,442,odd
3,rule2,1,right,0,581,odd
3,rule2,1,right,0,469,odd
3,rule2,1,right,0,376,odd
3,rule2,1,right,0,555,odd
3,rule1,9,left,0,1597,odd
3,rule1,9,left,0,763,odd
3,rule1,9,left,0,595,odd
3,rule1,9,left,0,701,odd
3,rule1,9,left,0,502,odd
3,rule1,9,left,0,669,odd
3,rule1,9,left,0,402,odd
3,rule1,9,left,0,456,odd
3,rule1,9,left,0,408,odd
3,rule1,9,left,0,444,odd
3,rule1,9,left,0,420,odd
3,rule1,9,left,0,513,odd
3,rule1,9,left,0,499,odd
3,rule1,9,left,0,421,odd
3,rule1,8,right,0,479,even
3,rule1,8,right,0,945,even
3,rule1,8,right,0,517,even
3,rule1,8,right,0,499,even
3,rule1,8,right,0,355,even
3,rule1,8,right,0,424,even
3,rule1,8,right,0,405,even
3,rule1,8,right,0,526,even
3,rule1,8,right,0,441,even
3,rule1,8,right,0,525,even
3,rule1,8,right,0,522,even
3,rule1,8,right,0,351,even
3,rule1,8,right,0,386,even
3,rule1,8,right,0,621,even
3,rule1,2,right,0,919,even
3,rule1,2,right,0,320,even
3,rule1,2,right,0,568,even
3,rule1,2,right,0,642,even
3,rule1,2,right,0,402,even
3,rule1,2,right,0,426,even
3,rule1,2,right,0,342,even
3,rule1,2,right,0,376,even
3,rule1,2,right,0,555,even
3,rule1,2,right,0,394,even
3,rule1,2,right,0,326,even
3,rule1,2,right,0,330,even
3,rule1,2,right,0,405,even
3,rule1,2,right,0,618,even
3,rule1,1,left,0,604,odd
3,rule1,1,left,0,548,odd
3,rule1,1,left,0,386,odd
3,rule1,1,left,0,699,odd
3,rule1,1,left,0,449,odd
3,rule1,1,left,0,458,odd
3,rule1,1,left,0,503,odd
3,rule1,1,left,0,522,odd
3,rule1,1,left,0,507,odd
3,rule1,1,left,0,414,odd
3,rule1,1,left,0,703,odd
3,rule1,1,left,0,457,odd
3,rule1,1,left,0,435,odd
3,rule1,1,left,0,360,odd
4,rule2,9,right,0,781,odd
4,rule2,9,right,0,555,odd
4,rule2,9,right,0,447,odd
4,rule2,9,right,0,458,odd
4,rule2,9,right,0,467,odd
4,rule2,9,right,0,473,odd
4,rule2,9,right,0,447,odd
4,rule2,9,right,0,597,odd
4,rule2,9,right,0,491,odd
4,rule2,9,right,0,426,odd
4,rule2,9,right,0,417,odd
4,rule2,9,right,0,437,odd
4,rule2,9,right,0,853,odd
4,rule2,9,right,0,437,odd
4,rule2,8,left,0,548,even
4,rule2,8,left,0,967,even
4,rule2,8,left,0,493,even
4,rule2,8,left,0,533,even
4,rule2,8,left,0,518,even
4,rule2,8,left,0,464,even
4,rule2,8,left,0,1087,even
4,rule2,8,left,0,576,even
4,rule2,8,left,0,458,even
4,rule2,8,left,0,453,even
4,rule2,8,left,0,531,even
4,rule2,8,left,0,387,even
4,rule2,8,left,0,484,even
4,rule2,8,left,0,438,even
4,rule2,2,left,0,401,even
4,rule2,2,left,0,1130,even
4,rule2,2,left,0,381,even
4,rule2,2,left,0,751,even
4,rule2,2,left,0,565,even
4,rule2,2,left,0,578,even
4,rule2,2,left,0,794,even
4,rule2,2,left,0,736,even
4,rule2,2,left,0,572,even
4,rule2,2,left,0,389,even
4,rule2,2,left,0,382,even
4,rule2,2,left,0,418,even
4,rule2,2,left,0,487,even
4,rule2,2,left,0,488,even
4,rule2,1,right,0,721,odd
4,rule2,1,right,0,577,odd
4,rule2,1,right,1,462,odd
4,rule2,1,right,0,600,odd
4,rule2,1,right,0,751,odd
4,rule2,1,right,1,445,odd
4,rule2,1,right,0,729,odd
4,rule2,1,right,0,950,odd
4,rule2,1,right,0,523,odd
4,rule2,1,right,0,381,odd
4,rule2,1,right,0,448,odd
4,rule2,1,right,0,535,odd
4,rule2,1,right,0,437,odd
4,rule2,1,right,0,441,odd
4,rule1,9,left,0,10732,odd
4,rule1,9,left,0,1214,odd
4,rule1,9,left,0,435,odd
4,rule1,9,left,0,363,odd
4,rule1,9,left,0,577,odd
4,rule1,9,left,0,520,odd
4,rule1,9,left,1,348,odd
4,rule1,9,left,0,461,odd
4,rule1,9,left,0,523,odd
4,rule1,9,left,0,457,odd
4,rule1,9,left,0,395,odd
4,rule1,9,left,0,495,odd
4,rule1,9,left,0,575,odd
4,rule1,9,left,0,495,odd
4,rule1,8,right,0,2195,even
4,rule1,8,right,0,620,even
4,rule1,8,right,0,585,even
4,rule1,8,right,0,438,even
4,rule1,8,right,1,420,even
4,rule1,8,right,0,494,even
4,rule1,8,right,0,406,even
4,rule1,8,right,0,792,even
4,rule1,8,right,0,494,even
4,rule1,8,right,0,724,even
4,rule1,8,right,0,568,even
4,rule1,8,right,0,561,even
4,rule1,8,right,0,651,even
4,rule1,8,right,0,1113,even
4,rule1,2,right,0,3943,even
4,rule1,2,right,0,525,even
4,rule1,2,right,0,874,even
4,rule1,2,right,0,437,even
4,rule1,2,right,0,401,even
4,rule1,2,right,0,454,even
4,rule1,2,right,0,393,even
4,rule1,2,right,0,507,even
4,rule1,2,right,0,475,even
4,rule1,2,right,0,504,even
4,rule1,2,right,0,917,even
4,rule1,2,right,0,514,even
4,rule1,2,right,0,532,even
4,rule1,2,right,0,428,even
4,rule1,1,left,0,4796,odd
4,rule1,1,left,0,677,odd
4,rule1,1,left,0,468,odd
4,rule1,1,left,0,456,odd
4,rule1,1,left,0,335,odd
4,rule1,1,left,0,555,odd
4,rule1,1,left,0,474,odd
4,rule1,1,left,0,458,odd
4,rule1,1,left,0,795,odd
4,rule1,1,left,0,553,odd
4,rule1,1,left,0,509,odd
4,rule1,1,left,0,446,odd
4,rule1,1,left,1,801,odd
4,rule1,1,left,0,475,odd
5,rule2,9,right,0,452,odd
5,rule2,9,right,0,422,odd
5,rule2,9,right,0,560,odd
5,rule2,9,right,0,404,odd
5,rule2,9,right,0,548,odd
5,rule2,9,right,0,456,odd
5,rule2,9,right,0,467,odd
5,rule2,9,right,0,503,odd
5,rule2,9,right,0,503,odd
5,rule2,9,right,0,468,odd
5,rule2,9,right,0,477,odd
5,rule2,9,right,0,551,odd
5,rule2,9,right,0,619,odd
5,rule2,9,right,0,501,odd
5,rule2,8,left,0,585,even
5,rule2,8,left,0,376,even
5,rule2,8,left,0,423,even
5,rule2,8,left,0,331,even
5,rule2,8,left,0,376,even
5,rule2,8,left,0,409,even
5,rule2,8,left,0,436,even
5,rule2,8,left,0,372,even
5,rule2,8,left,0,388,even
5,rule2,8,left,0,495,even
5,rule2,8,left,0,411,even
5,rule2,8,left,0,340,even
5,rule2,8,left,0,360,even
5,rule2,8,left,0,536,even
5,rule2,2,left,0,389,even
5,rule2,2,left,0,651,even
5,rule2,2,left,0,508,even
5,rule2,2,left,1,316,even
5,rule2,2,left,0,607,even
5,rule2,2,left,1,426,even
5,rule2,2,left,0,374,even
5,rule2,2,left,1,423,even
5,rule2,2,left,0,531,even
5,rule2,2,left,1,483,even
5,rule2,2,left,0,523,even
5,rule2,2,left,0,505,even
5,rule2,2,left,0,355,even
5,rule2,2,left,0,471,even
5,rule2,1,right,0,623,odd
5,rule2,1,right,0,532,odd
5,rule2,1,right,0,556,odd
5,rule2,1,right,0,426,odd
5,rule2,1,right,0,626,odd
5,rule2,1,right,1,379,odd
5,rule2,1,right,0,523,odd
5,rule2,1,right,0,537,odd
5,rule2,1,right,0,548,odd
5,rule2,1,right,0,367,odd
5,rule2,1,right,0,556,odd
5,rule2,1,right,0,473,odd
5,rule2,1,right,0,550,odd
5,rule2,1,right,0,471,odd
5,rule1,9,left,0,633,odd
5,rule1,9,left,0,612,odd
5,rule1,9,left,0,576,odd
5,rule1,9,left,0,579,odd
5,rule1,9,left,0,536,odd
5,rule1,9,left,0,500,odd
5,rule1,9,left,0,577,odd
5,rule1,9,left,0,450,odd
5,rule1,9,left,0,551,odd
5,rule1,9,left,0,535,odd
5,rule1,9,left,0,443,odd
5,rule1,9,left,0,542,odd
5,rule1,9,left,1,361,odd
5,rule1,9,left,0,620,odd
5,rule1,8,right,0,1224,even
5,rule1,8,right,0,494,even
5,rule1,8,right,0,431,even
5,rule1,8,right,0,513,even
5,rule1,8,right,0,383,even
5,rule1,8,right,0,401,even
5,rule1,8,right,0,443,even
5,rule1,8,right,0,383,even
5,rule1,8,right,0,373,even
5,rule1,8,right,0,410,even
5,rule1,8,right,0,509,even
5,rule1,8,right,0,424,even
5,rule1,8,right,0,474,even
5,rule1,8,right,0,468,even
5,rule1,2,right,1,1618,even
5,rule1,2,right,0,485,even
5,rule1,2,right,0,554,even
5,rule1,2,right,0,554,even
5,rule1,2,right,1,436,even
5,rule1,2,right,0,479,even
5,rule1,2,right,0,415,even
5,rule1,2,right,0,725,even
5,rule1,2,right,0,517,even
5,rule1,2,right,0,391,even
5,rule1,2,right,0,829,even
5,rule1,2,right,0,695,even
5,rule1,2,right,0,440,even
5,rule1,2,right,0,419,even
5,rule1,1,left,1,1407,odd
5,rule1,1,left,0,771,odd
5,rule1,1,left,1,471,odd
5,rule1,1,left,0,447,odd
5,rule1,1,left,0,513,odd
5,rule1,1,left,0,580,odd
5,rule1,1,left,0,428,odd
5,rule1,1,left,0,449,odd
5,rule1,1,left,0,436,odd
5,rule1,1,left,0,404,odd
5,rule1,1,left,0,622,odd
5,rule1,1,left,0,462,odd
5,rule1,1,left,0,506,odd
5,rule1,1,left,0,614,odd
6,rule2,9,right,0,362,odd
6,rule2,9,right,0,571,odd
6,rule2,9,right,0,530,odd
6,rule2,9,right,0,489,odd
6,rule2,9,right,0,565,odd
6,rule2,9,right,0,612,odd
6,rule2,9,right,0,639,odd
6,rule2,9,right,0,603,odd
6,rule2,9,right,0,553,odd
6,rule2,9,right,0,565,odd
6,rule2,9,right,0,569,odd
6,rule2,9,right,0,444,odd
6,rule2,9,right,0,515,odd
6,rule2,9,right,0,935,odd
6,rule2,8,left,0,493,even
6,rule2,8,left,0,543,even
6,rule2,8,left,0,510,even
6,rule2,8,left,0,391,even
6,rule2,8,left,0,589,even
6,rule2,8,left,0,501,even
6,rule2,8,left,0,563,even
6,rule2,8,left,0,744,even
6,rule2,8,left,0,525,even
6,rule2,8,left,0,561,even
6,rule2,8,left,0,724,even
6,rule2,8,left,0,600,even
6,rule2,8,left,0,557,even
6,rule2,8,left,0,438,even
6,rule2,2,left,0,675,even
6,rule2,2,left,0,662,even
6,rule2,2,left,0,366,even
6,rule2,2,left,0,873,even
6,rule2,2,left,0,460,even
6,rule2,2,left,0,685,even
6,rule2,2,left,0,473,even
6,rule2,2,left,0,470,even
6,rule2,2,left,0,343,even
6,rule2,2,left,0,518,even
6,rule2,2,left,0,695,even
6,rule2,2,left,0,522,even
6,rule2,2,left,0,608,even
6,rule2,2,left,0,451,even
6,rule2,1,right,0,473,odd
6,rule2,1,right,0,446,odd
6,rule2,1,right,0,560,odd
6,rule2,1,right,0,539,odd
6,rule2,1,right,0,424,odd
6,rule2,1,right,0,771,odd
6,rule2,1,right,0,522,odd
6,rule2,1,right,0,845,odd
6,rule2,1,right,0,389,odd
6,rule2,1,right,0,506,odd
6,rule2,1,right,0,668,odd
6,rule2,1,right,1,364,odd
6,rule2,1,right,0,503,odd
6,rule2,1,right,0,469,odd
6,rule1,9,left,0,569,odd
6,rule1,9,left,0,567,odd
6,rule1,9,left,0,592,odd
6,rule1,9,left,0,713,odd
6,rule1,9,left,1,494,odd
6,rule1,9,left,0,636,odd
6,rule1,9,left,1,421,odd
6,rule1,9,left,0,506,odd
6,rule1,9,left,0,454,odd
6,rule1,9,left,0,596,odd
6,rule1,9,left,0,452,odd
6,rule1,9,left,0,580,odd
6,rule1,9,left,0,620,odd
6,rule1,9,left,0,557,odd
6,rule1,8,right,0,541,even
6,rule1,8,right,0,479,even
6,rule1,8,right,0,393,even
6,rule1,8,right,0,600,even
6,rule1,8,right,0,456,even
6,rule1,8,right,0,475,even
6,rule1,8,right,0,419,even
6,rule1,8,right,0,506,even
6,rule1,8,right,0,457,even
6,rule1,8,right,0,522,even
6,rule1,8,right,0,502,even
6,rule1,8,right,0,515,even
6,rule1,8,right,0,496,even
6,rule1,8,right,0,494,even
6,rule1,2,right,0,678,even
6,rule1,2,right,0,495,even
6,rule1,2,right,0,459,even
6,rule1,2,right,0,653,even
6,rule1,2,right,0,450,even
6,rule1,2,right,0,489,even
6,rule1,2,right,0,545,even
6,rule1,2,right,0,624,even
6,rule1,2,right,0,760,even
6,rule1,2,right,0,636,even
6,rule1,2,right,0,435,even
6,rule1,2,right,0,530,even
6,rule1,2,right,0,537,even
6,rule1,2,right,0,534,even
6,rule1,1,left,0,509,odd
6,rule1,1,left,0,479,odd
6,rule1,1,left,0,542,odd
6,rule1,1,left,0,421,odd
6,rule1,1,left,0,564,odd
6,rule1,1,left,0,393,odd
6,rule1,1,left,0,414,odd
6,rule1,1,left,0,488,odd
6,rule1,1,left,0,487,odd
6,rule1,1,left,0,559,odd
6,rule1,1,left,0,535,odd
6,rule1,1,left,0,416,odd
6,rule1,1,left,0,567,odd
6,rule1,1,left,0,554,odd
7,rule2,9,right,0,2199,odd
7,rule2,9,right,0,478,odd
7,rule2,9,right,0,632,odd
7,rule2,9,right,0,365,odd
7,rule2,9,right,0,537,odd
7,rule2,9,right,0,357,odd
7,rule2,9,right,0,388,odd
7,rule2,9,right,0,340,odd
7,rule2,9,right,0,440,odd
7,rule2,9,right,0,465,odd
7,rule2,9,right,0,432,odd
7,rule2,9,right,0,497,odd
7,rule2,9,right,0,412,odd
7,rule2,9,right,0,377,odd
7,rule2,8,left,1,489,even
7,rule2,8,left,0,417,even
7,rule2,8,left,0,562,even
7,rule2,8,left,0,691,even
7,rule2,8,left,0,542,even
7,rule2,8,left,0,318,even
7,rule2,8,left,0,331,even
7,rule2,8,left,0,580,even
7,rule2,8,left,0,447,even
7,rule2,8,left,0,497,even
7,rule2,8,left,0,360,even
7,rule2,8,left,0,596,even
7,rule2,8,left,1,412,even
7,rule2,8,left,0,527,even
7,rule2,2,left,0,591,even
7,rule2,2,left,0,787,even
7,rule2,2,left,0,389,even
7,rule2,2,left,0,418,even
7,rule2,2,left,0,311,even
7,rule2,2,left,0,510,even
7,rule2,2,left,0,370,even
7,rule2,2,left,0,553,even
7,rule2,2,left,0,346,even
7,rule2,2,left,0,512,even
7,rule2,2,left,0,421,even
7,rule2,2,left,0,434,even
7,rule2,2,left,0,473,even
7,rule2,2,left,0,379,even
7,rule2,1,right,0,818,odd
7,rule2,1,right,0,580,odd
7,rule2,1,right,0,419,odd
7,rule2,1,right,0,382,odd
7,rule2,1,right,0,539,odd
7,rule2,1,right,0,412,odd
7,rule2,1,right,0,373,odd
7,rule2,1,right,0,369,odd
7,rule2,1,right,0,465,odd
7,rule2,1,right,0,396,odd
7,rule2,1,right,0,320,odd
7,rule2,1,right,0,335,odd
7,rule2,1,right,0,511,odd
7,rule2,1,right,0,316,odd
7,rule1,9,left,0,484,odd
7,rule1,9,left,1,500,odd
7,rule1,9,left,1,422,odd
7,rule1,9,left,0,375,odd
7,rule1,9,left,1,1002,odd
7,rule1,9,left,0,619,odd
7,rule1,9,left,0,534,odd
7,rule1,9,left,0,574,odd
7,rule1,9,left,1,460,odd
7,rule1,9,left,0,488,odd
7,rule1,9,left,0,566,odd
7,rule1,9,left,0,596,odd
7,rule1,9,left,0,512,odd
7,rule1,9,left,0,739,odd
7,rule1,8,right,0,415,even
7,rule1,8,right,0,624,even
7,rule1,8,right,0,617,even
7,rule1,8,right,0,413,even
7,rule1,8,right,0,465,even
7,rule1,8,right,0,595,even
7,rule1,8,right,0,431,even
7,rule1,8,right,0,462,even
7,rule1,8,right,0,389,even
7,rule1,8,right,0,519,even
7,rule1,8,right,0,483,even
7,rule1,8,right,0,503,even
7,rule1,8,right,0,463,even
7,rule1,8,right,0,509,even
7,rule1,2,right,0,475,even
7,rule1,2,right,0,319,even
7,rule1,2,right,0,707,even
7,rule1,2,right,1,448,even
7,rule1,2,right,1,481,even
7,rule1,2,right,0,700,even
7,rule1,2,right,0,478,even
7,rule1,2,right,0,572,even
7,rule1,2,right,0,461,even
7,rule1,2,right,0,503,even
7,rule1,2,right,0,720,even
7,rule1,2,right,0,587,even
7,rule1,2,right,0,511,even
7,rule1,2,right,0,445,even
7,rule1,1,left,0,366,odd
7,rule1,1,left,0,529,odd
7,rule1,1,left,0,387,odd
7,rule1,1,left,0,438,odd
7,rule1,1,left,0,1099,odd
7,rule1,1,left,0,491,odd
7,rule1,1,left,0,561,odd
7,rule1,1,left,0,459,odd
7,rule1,1,left,0,443,odd
7,rule1,1,left,0,355,odd
7,rule1,1,left,0,341,odd
7,rule1,1,left,0,469,odd
7,rule1,1,left,0,418,odd
7,rule1,1,left,0,331,odd
8,rule2,9,right,0,775,odd
8,rule2,9,right,0,529,odd
8,rule2,9,right,1,673,odd
8,rule2,9,right,0,606,odd
8,rule2,9,right,0,527,odd
8,rule2,9,right,0,835,odd
8,rule2,9,right,0,436,odd
8,rule2,9,right,0,503,odd
8,rule2,9,right,0,466,odd
8,rule2,9,right,0,503,odd
8,rule2,9,right,0,397,odd
8,rule2,9,right,0,480,odd
8,rule2,9,right,0,555,odd
8,rule2,9,right,0,434,odd
8,rule2,8,left,0,698,even
8,rule2,8,left,0,734,even
8,rule2,8,left,0,590,even
8,rule2,8,left,0,594,even
8,rule2,8,left,0,551,even
8,rule2,8,left,0,472,even
8,rule2,8,left,0,500,even
8,rule2,8,left,0,448,even
8,rule2,8,left,0,578,even
8,rule2,8,left,0,466,even
8,rule2,8,left,0,459,even
8,rule2,8,left,0,593,even
8,rule2,8,left,0,440,even
8,rule2,8,left,1,405,even
8,rule2,2,left,0,1964,even
8,rule2,2,left,0,626,even
8,rule2,2,left,0,1131,even
8,rule2,2,left,0,519,even
8,rule2,2,left,0,530,even
8,rule2,2,left,0,520,even
8,rule2,2,left,0,547,even
8,rule2,2,left,0,655,even
8,rule2,2,left,0,416,even
8,rule2,2,left,1,495,even
8,rule2,2,left,0,400,even
8,rule2,2,left,0,494,even
8,rule2,2,left,0,525,even
8,rule2,2,left,0,369,even
8,rule2,1,right,0,574,odd
8,rule2,1,right,0,653,odd
8,rule2,1,right,0,655,odd
8,rule2,1,right,0,550,odd
8,rule2,1,right,0,572,odd
8,rule2,1,right,0,537,odd
8,rule2,1,right,0,479,odd
8,rule2,1,right,0,512,odd
8,rule2,1,right,0,580,odd
8,rule2,1,right,0,628,odd
8,rule2,1,right,0,509,odd
8,rule2,1,right,0,393,odd
8,rule2,1,right,0,392,odd
8,rule2,1,right,0,380,odd
8,rule1,9,left,0,1871,odd
8,rule1,9,left,0,675,odd
8,rule1,9,left,1,421,odd
8,rule1,9,left,0,526,odd
8,rule1,9,left,0,1521,odd
8,rule1,9,left,0,2336,odd
8,rule1,9,left,0,576,odd
8,rule1,9,left,0,1131,odd
